rank,lemma,frequency,cumulative_pct,pos,num_surface_forms,example_surface_form
2227,istifa,5515,93.377,Noun,1,istifa
2228,johnson,5510,93.38,Noun,1,johnson
2229,aylık,5505,93.383,Adj,1,aylık
2230,kütüphane,5505,93.386,Noun,1,kütüphane
2231,kaydetmek,5504,93.39,Verb,1,kaydettim
2232,bruce,5498,93.393,Noun,1,bruce
2233,kurabiye,5497,93.396,Noun,1,kurabiye
2234,işbirliği,5494,93.399,Noun,1,işbirliği
2235,amir,5492,93.402,Noun,1,amirim
2236,uçurmak,5481,93.405,Verb,1,uçurmak
2237,evrak,5479,93.408,Noun,1,evrak
2238,idam,5465,93.412,Noun,1,idam
2239,kalite,5457,93.415,Adj,1,kaliteli
2240,katie,5455,93.418,Noun,1,katie
2241,fırtına,5451,93.421,Noun,1,fırtınası
2242,tüy,5450,93.424,Noun,1,tüylü
2243,laboratuar,5440,93.427,Noun,1,laboratuar
2244,catherine,5435,93.43,Noun,1,catherine
2245,ilham,5434,93.434,Noun,1,ilham
2246,pembe,5427,93.437,Adj,1,pembe
2247,city,5426,93.44,Noun,1,city
2248,market,5426,93.443,Noun,1,markete
2249,dr,5419,93.446,Noun,1,dr
2250,büyücü,5419,93.449,Noun,1,büyücü
2251,ırk,5406,93.452,Noun,1,ırkçı
2252,çap,5395,93.455,Noun,1,çapında
2253,tuz,5394,93.458,Noun,1,tuz
2254,savunma,5394,93.461,Noun,1,savunmasız
2255,mağara,5383,93.465,Noun,1,mağara
2256,parker,5382,93.468,Noun,1,parker
2257,yasmak,5382,93.471,Adj,1,yas
2258,alacak,5375,93.474,Noun,1,alacağını
2259,elma,5370,93.477,Noun,1,elma
2260,rebecca,5368,93.48,Noun,1,rebecca
2261,iblis,5366,93.483,Noun,1,iblis
2262,linda,5362,93.486,Noun,1,linda
2263,yazı,5343,93.489,Noun,1,yazısı
2264,yüklemek,5343,93.492,Verb,1,yükleme
2265,personel,5318,93.495,Noun,1,personel
2266,homer,5312,93.498,Noun,1,homer
2267,bakanlık,5311,93.502,Noun,1,bakanlığı
2268,todd,5299,93.505,Noun,1,todd
2269,wilson,5298,93.508,Noun,1,wilson
2270,taciz,5290,93.511,Noun,1,taciz
2271,carrie,5289,93.514,Noun,1,carrie
2272,kenny,5289,93.517,Noun,1,kenny
2273,milyar,5289,93.52,Num,1,milyar
2274,jordan,5283,93.523,Noun,1,jordan
2275,ihbar,5283,93.526,Noun,1,ihbar
2276,harvey,5275,93.529,Noun,1,harvey
2277,joseph,5275,93.532,Noun,1,joseph
2278,söylenti,5271,93.535,Noun,1,söylentiler
2279,kore,5262,93.538,Noun,1,kore
2280,eğilmek,5260,93.541,Verb,1,eğil
2281,vatandaş,5247,93.544,Noun,1,vatandaş
2282,atlatmak,5246,93.547,Verb,1,atlattık
2283,yönetmen,5231,93.55,Noun,1,yönetmen
2284,üvey,5230,93.553,Adj,1,üvey
2285,üs,5222,93.556,Noun,1,üssü
2286,delikanlı,5219,93.559,Noun,1,delikanlı
2287,karl,5216,93.562,Noun,1,karl
2288,yatır,5213,93.565,Noun,1,yatırım
2289,hizmetçi,5208,93.568,Noun,1,hizmetçi
2290,kaya,5208,93.571,Noun,1,kayalar
2291,tekme,5200,93.574,Noun,1,tekme
2292,miami,5195,93.577,Noun,1,miami
2293,japonya,5193,93.58,Noun,1,japonya
2294,yanıt,5190,93.583,Noun,1,yanıt
2295,gay,5189,93.586,Noun,1,gay
2296,tablo,5189,93.589,Noun,1,tablo
2297,carlos,5186,93.592,Noun,1,carlos
2298,danışman,5185,93.595,Noun,1,danışman
2299,yerli,5173,93.598,Noun,1,yerli
2300,aa,5170,93.601,Interj,1,aa
2301,düzenli,5168,93.604,Adj,1,düzenli
2302,elena,5167,93.607,Noun,1,elena
2303,brad,5166,93.61,Noun,1,brad
2304,rakip,5165,93.613,Noun,1,rakip
2305,ederlemek,5161,93.616,Verb,1,ederler
2306,olasılık,5161,93.619,Noun,1,olasılığı
2307,lazım,5155,93.622,Verb,1,lazımdı
2308,boşuna,5153,93.625,Adj,1,boşuna
2309,jamie,5151,93.628,Noun,1,jamie
2310,ağrımak,5149,93.63,Verb,1,ağrıyor
2311,carol,5145,93.633,Noun,1,carol
2312,ebeveyn,5142,93.636,Noun,1,ebeveyn
2313,sim,5141,93.639,Verb,1,simdi
2314,kanka,5136,93.642,Noun,1,kanka
2315,klinik,5134,93.645,Noun,1,klinik
2316,uyanık,5133,93.648,Adj,1,uyanık
2317,penis,5126,93.651,Noun,1,penis
2318,zar,5125,93.654,Noun,1,zar
2319,ısmarlamak,5123,93.657,Verb,1,ısmarlayayım
2320,omuz,5122,93.66,Noun,1,omuz
2321,jay,5119,93.663,Noun,1,jay
2322,çukur,5115,93.666,Noun,1,çukur
2323,dalmak,5105,93.669,Noun,1,dalış
2324,oksijen,5104,93.672,Noun,1,oksijen
2325,rehin,5103,93.675,Noun,1,rehin
2326,bıçaklamak,5096,93.678,Verb,1,bıçakla
2327,anında,5093,93.681,Adv,1,anında
2328,hollywood,5089,93.683,Noun,1,hollywood
2329,çalma,5088,93.686,Noun,1,çalmayı
2330,iletmek,5084,93.689,Verb,1,ilet
2331,istihbarat,5072,93.692,Noun,1,istihbarat
2332,sophie,5066,93.695,Noun,1,sophie
2333,frankie,5063,93.698,Noun,1,frankie
2334,edward,5062,93.701,Noun,1,edward
2335,katlanmak,5062,93.704,Verb,1,katlanamıyorum
2336,tutuklu,5056,93.707,Verb,1,tutuklusun
2337,gus,5055,93.71,Noun,1,gus
2338,hop,5049,93.713,Interj,1,hop
2339,tava,5036,93.715,Noun,1,tavan
2340,herne,5032,93.718,Verb,1,herneyse
2341,kararmak,5028,93.721,Verb,1,karara
2342,cole,5024,93.724,Noun,1,cole
2343,kiralamak,5022,93.727,Verb,1,kiraladım
2344,mola,5021,93.73,Noun,1,mola
2345,tapınak,5007,93.733,Noun,1,tapınak
2346,gibbs,5006,93.736,Noun,1,gibbs
2347,domuz,4999,93.739,Noun,1,domuzlar
2348,betty,4991,93.741,Noun,1,betty
2349,nedeniyle,4986,93.744,Adv,1,nedeniyle
2350,zincir,4985,93.747,Noun,1,zinciri
2351,madde,4983,93.75,Noun,1,maddeler
2352,çatlak,4981,93.753,Noun,1,çatlak
2353,analiz,4981,93.756,Noun,1,analiz
2354,çiftlik,4981,93.759,Noun,1,çiftlik
2355,shawn,4967,93.761,Noun,1,shawn
2356,denk,4967,93.764,Noun,1,denk
2357,çamur,4964,93.767,Noun,1,çamur
2358,leke,4964,93.77,Noun,1,leke
2359,pişirmek,4962,93.773,Verb,1,pişirmek
2360,ticaret,4959,93.776,Noun,1,ticaret
2361,gizlemek,4952,93.779,Verb,1,gizlemek
2362,üretmek,4951,93.781,Verb,1,üretmek
2363,marty,4949,93.784,Noun,1,marty
2364,akraba,4946,93.787,Noun,1,akraba
2365,jessica,4945,93.79,Noun,1,jessica
2366,beth,4943,93.793,Noun,1,beth
2367,casey,4942,93.796,Noun,1,casey
2368,meclis,4936,93.798,Noun,1,meclis
2369,re,4936,93.801,Noun,1,re
2370,koparmak,4930,93.804,Verb,1,kopardın
2371,etha,4929,93.807,Noun,1,ethan
2372,fakir,4929,93.81,Noun,1,fakir
2373,kül,4926,93.813,Noun,1,kül
2374,haberdar,4924,93.815,Adj,1,haberdar
2375,feda,4920,93.818,Noun,1,feda
2376,artı,4919,93.821,Adj,1,artı
2377,incil,4915,93.824,Noun,1,İncil
2378,etkimek,4908,93.827,Verb,1,etki
2379,uyuşturucu,4907,93.83,Noun,1,uyuşturucuyu
2380,wayne,4906,93.832,Noun,1,wayne
2381,bilerek,4906,93.835,Adv,1,bilerek
2382,ziyaretçi,4906,93.838,Noun,1,ziyaretçi
2383,popüler,4899,93.841,Adj,1,popüler
2384,ar,4897,93.844,Noun,1,arı
2385,çatışmak,4895,93.847,Noun,1,çatışma
2386,prova,4894,93.849,Noun,1,prova
2387,ani,4889,93.852,Adv,1,ani
2388,nadir,4886,93.855,Adj,1,nadir
2389,büyülemek,4882,93.858,Adj,1,büyüleyici
2390,kamyonet,4882,93.861,Noun,1,kamyonet
2391,kesme,4877,93.863,Noun,1,kesme
2392,nina,4876,93.866,Noun,1,nina
2393,köpeklemek,4873,93.869,Verb,1,köpekler
2394,ötürü,4869,93.872,Postp,1,ötürü
2395,devriye,4862,93.875,Noun,1,devriye
2396,zoe,4860,93.877,Noun,1,zoe
2397,telâfi,4859,93.88,Noun,1,telafi
2398,sorgulamak,4856,93.883,Verb,1,sorgulama
2399,brown,4852,93.886,Noun,1,brown
2400,karakol,4847,93.889,Noun,1,karakola
2401,ateşlemek,4842,93.891,Verb,1,ateşle
2402,king,4841,93.894,Noun,1,king
2403,hayalî,4839,93.897,Noun,1,hayali
2404,uluslararası,4834,93.9,Adj,1,uluslararası
2405,sosis,4834,93.902,Noun,1,sosis
2406,oscar,4833,93.905,Noun,1,oscar
2407,din,4832,93.908,Noun,1,dini
2408,düzine,4826,93.911,Noun,1,düzine
2409,kusmak,4826,93.914,Verb,1,kusacağım
2410,organ,4823,93.916,Noun,1,organ
2411,dehşet,4820,93.919,Noun,1,dehşet
2412,me,4813,93.922,Noun,1,me
2413,sürü,4807,93.925,Noun,1,sürüsü
2414,ron,4806,93.927,Noun,1,ron
2415,muhafız,4806,93.93,Noun,1,muhafız
2416,porno,4800,93.933,Adj,1,porno
2417,geliştirmek,4800,93.936,Verb,1,geliştirmek
2418,ulan,4799,93.938,Interj,1,ulan
2419,asistan,4792,93.941,Noun,1,asistanı
2420,kök,4781,93.944,Noun,1,kök
2421,servet,4780,93.947,Noun,1,servet
2422,olivia,4779,93.949,Noun,1,olivia
2423,boston,4774,93.952,Noun,1,boston
2424,liz,4769,93.955,Noun,1,liz
2425,randy,4765,93.958,Noun,1,randy
2426,ab,4764,93.96,Noun,1,abla
2427,müze,4764,93.963,Noun,1,müze
2428,yatırmak,4763,93.966,Verb,1,yatırdım
2429,çaba,4761,93.969,Noun,1,çaba
2430,naber,4759,93.971,Noun,1,naber
2431,bakıcı,4759,93.974,Noun,1,bakıcı
2432,uslu,4754,93.977,Adv,1,uslu
2433,kokain,4741,93.98,Noun,1,kokain
2434,rusya,4740,93.982,Noun,1,rusya
2435,meşhur,4729,93.985,Adj,1,meşhur
2436,çat,4729,93.988,Noun,1,çatı
2437,jin,4726,93.99,Noun,1,jin
2438,angel,4721,93.993,Noun,1,angel
2439,moral,4719,93.996,Noun,1,moral
2440,elle,4707,93.999,Noun,1,ellen
2441,şükran,4706,94.001,Noun,1,şükran
2442,marshall,4706,94.004,Noun,1,marshall
2443,müdahale,4705,94.007,Noun,1,müdahale
2444,tekerlek,4703,94.009,Noun,1,tekerlekli
2445,duyar,4699,94.012,Verb,1,duyarım
2446,inan,4692,94.015,Noun,1,inanın
2447,green,4686,94.017,Noun,1,green
2448,macera,4686,94.02,Noun,1,macera
2449,sigara,4685,94.023,Noun,1,sigarayı
2450,kraliyet,4684,94.026,Noun,1,kraliyet
2451,mücevher,4678,94.028,Noun,1,mücevher
2452,mart,4669,94.031,Noun,1,mart
2453,audrey,4662,94.034,Noun,1,audrey
2454,ibne,4658,94.036,Interj,1,ibne
2455,evvel,4656,94.039,Postp,1,evvel
2456,kafes,4654,94.042,Noun,1,kafese
2457,bel,4651,94.044,Noun,1,bel
2458,mutsuz,4650,94.047,Adj,1,mutsuz
2459,saldırgan,4644,94.05,Noun,1,saldırgan
2460,sue,4642,94.052,Noun,1,sue
2461,teddy,4642,94.055,Noun,1,teddy
2462,seçilmek,4637,94.058,Adj,1,seçilmiş
2463,yutmak,4637,94.06,Verb,1,yuttu
2464,dennis,4636,94.063,Noun,1,dennis
2465,bakan,4636,94.066,Noun,1,bakanı
2466,set,4636,94.068,Noun,1,seti
2467,hı,4634,94.071,Noun,1,hı
2468,papa,4634,94.074,Noun,1,papa
2469,masaj,4624,94.076,Noun,1,masaj
2470,varlık,4624,94.079,Noun,1,varlık
2471,direkt,4623,94.082,Adv,1,direkt
2472,kel,4620,94.084,Adj,1,kel
2473,gordon,4618,94.087,Noun,1,gordon
2474,düzey,4615,94.09,Noun,1,düzey
2475,davis,4612,94.092,Noun,1,davis
2476,petrol,4601,94.095,Noun,1,petrol
2477,kuruş,4598,94.097,Noun,1,kuruş
2478,ima,4591,94.1,Noun,1,ima
2479,bastırmak,4587,94.103,Verb,1,bastır
2480,miras,4585,94.105,Noun,1,miras
2481,duma,4575,94.108,Noun,1,duman
2482,öncelik,4575,94.111,Noun,1,öncelikli
2483,lou,4566,94.113,Noun,1,lou
2484,bit,4564,94.116,Noun,1,bitince
2485,papaz,4563,94.119,Noun,1,papaz
2486,yeryüzü,4557,94.121,Noun,1,yeryüzünde
2487,giderek,4555,94.124,Adv,1,giderek
2488,kimyasal,4545,94.126,Adj,1,kimyasal
2489,çabucak,4539,94.129,Adv,1,çabucak
2490,dana,4537,94.132,Noun,1,dana
2491,damar,4537,94.134,Noun,1,damar
2492,şahane,4535,94.137,Adj,1,şahane
2493,çinli,4535,94.139,Noun,1,çinli
2494,je,4533,94.142,Noun,1,jen
2495,irlanda,4531,94.145,Noun,1,İrlanda
2496,keçi,4529,94.147,Noun,1,keçi
2497,başbakan,4528,94.15,Noun,1,başbakan
2498,hannah,4522,94.152,Noun,1,hannah
2499,beşinci,4518,94.155,Num,1,beşinci
2500,stüdyo,4518,94.158,Noun,1,stüdyo
2501,kulübe,4518,94.16,Noun,1,kulübede
2502,sapmak,4516,94.163,Adj,1,sapan
2503,düzen,4516,94.165,Noun,1,düzeni
2504,eklemek,4516,94.168,Verb,1,eklemek
2505,vadi,4508,94.171,Noun,1,vadisi
2506,piyano,4506,94.173,Noun,1,piyano
2507,lastik,4504,94.176,Noun,1,lastik
2508,fıstık,4503,94.178,Adj,1,fıstık
2509,yıllarca,4496,94.181,Adv,1,yıllarca
2510,hafıza,4496,94.184,Noun,1,hafızam
2511,deneyim,4495,94.186,Noun,1,deneyimi
2512,altyazı,4493,94.189,Noun,1,altyazı
2513,nancy,4490,94.191,Noun,1,nancy
2514,lima,4486,94.194,Noun,1,liman
2515,masraf,4486,94.196,Noun,1,masrafları
2516,hakaret,4484,94.199,Noun,1,hakaret
2517,müsait,4480,94.202,Adj,1,müsait
2518,kaptan,4480,94.204,Noun,1,kaptanı
2519,mösyö,4477,94.207,Noun,1,mösyö
2520,jeremy,4474,94.209,Noun,1,jeremy
2521,meslek,4474,94.212,Noun,1,meslek
2522,razı,4473,94.214,Adj,1,razı
2523,huy,4464,94.217,Noun,1,huysuz
2524,soymak,4462,94.22,Verb,1,soymak
2525,fe,4452,94.222,Noun,1,feci
2526,mahkum,4448,94.225,Noun,1,mahkumlar
2527,çorap,4439,94.227,Noun,1,çorap
2528,ejderha,4436,94.23,Noun,1,ejderha
2529,amma,4432,94.232,Conj,1,amma
2530,ezik,4432,94.235,Noun,1,ezik
2531,bayrak,4430,94.237,Noun,1,bayrak
2532,ter,4428,94.24,Noun,1,ter
2533,cömert,4418,94.243,Verb,1,cömert
2534,carolin,4415,94.245,Noun,1,caroline
2535,aykırı,4410,94.248,Adj,1,aykırı
2536,kuma,4410,94.25,Noun,1,kumandan
2537,maruz,4400,94.253,Adj,1,maruz
2538,maya,4396,94.255,Noun,1,maya
2539,terfi,4396,94.258,Noun,1,terfi
2540,mahvolmak,4396,94.26,Verb,1,mahvoldu
2541,keith,4390,94.263,Noun,1,keith
2542,walker,4389,94.265,Noun,1,walker
2543,yaprak,4389,94.268,Noun,1,yaprak
2544,belirsiz,4387,94.27,Adj,1,belirsiz
2545,raymond,4384,94.273,Noun,1,raymond
2546,kana,4378,94.275,Noun,1,kanada
2547,burmak,4376,94.278,Verb,1,burun
2548,nesil,4376,94.28,Noun,1,nesil
2549,avuç,4372,94.283,Noun,1,avuç
2550,yorum,4370,94.285,Noun,1,yorum
2551,ümit,4367,94.288,Noun,1,ümit
2552,yakıt,4366,94.29,Noun,1,yakıt
2553,jennifer,4364,94.293,Noun,1,jennifer
2554,dikmek,4353,94.295,Adj,1,diken
2555,bilek,4350,94.298,Noun,1,bilek
2556,hamle,4342,94.3,Noun,1,hamle
2557,aaron,4339,94.303,Noun,1,aaron
2558,tişört,4336,94.305,Noun,1,tişört
2559,matthew,4333,94.308,Noun,1,matthew
2560,politik,4330,94.31,Adj,1,politik
2561,travma,4325,94.313,Noun,1,travma
2562,martha,4324,94.315,Noun,1,martha
2563,kanepe,4324,94.318,Noun,1,kanepede
2564,lex,4322,94.32,Noun,1,lex
2565,bildik,4322,94.323,Noun,1,bildiklerini
2566,sesli,4320,94.325,Adv,1,sesli
2567,soyadı,4320,94.328,Noun,1,soyadı
2568,plastik,4315,94.33,Adj,1,plastik
2569,ağa,4314,94.333,Noun,1,ağaca
2570,kopmak,4309,94.335,Verb,1,koptu
2571,tina,4305,94.338,Noun,1,tina
2572,çelik,4303,94.34,Noun,1,çelik
2573,görgü,4299,94.343,Noun,1,görgü
2574,ekstra,4294,94.345,Adv,1,ekstra
2575,barbara,4290,94.348,Noun,1,barbara
2576,iade,4289,94.35,Noun,1,iade
2577,zil,4288,94.353,Noun,1,zil
2578,victoria,4282,94.355,Noun,1,victoria
2579,malcolm,4277,94.357,Noun,1,malcolm
2580,sonuncu,4276,94.36,Noun,1,sonuncusu
2581,bez,4275,94.362,Noun,1,bez
2582,dem,4274,94.365,Noun,1,demin
2583,mickey,4269,94.367,Noun,1,mickey
2584,sekreter,4267,94.37,Noun,1,sekreter
2585,aktif,4266,94.372,Adj,1,aktif
2586,bilimsel,4265,94.375,Adj,1,bilimsel
2587,christ,4265,94.377,Noun,1,christine
2588,dick,4261,94.38,Noun,1,dick
2589,fil,4259,94.382,Noun,1,fil
2590,eylül,4254,94.384,Noun,1,eylül
2591,keşif,4253,94.387,Noun,1,keşif
2592,donanmak,4252,94.389,Noun,1,donanma
2593,so,4252,94.392,Noun,1,so
2594,gönder,4251,94.394,Noun,1,gönderin
2595,francis,4251,94.397,Noun,1,francis
2596,şüphesiz,4246,94.399,Adv,1,şüphesiz
2597,eva,4241,94.402,Noun,1,eva
2598,tanır,4241,94.404,Noun,1,tanırım
2599,bal,4240,94.406,Noun,1,bal
2600,açma,4237,94.409,Noun,1,açmayı
2601,çalışır,4234,94.411,Noun,1,çalışırım
2602,sürüklemek,4232,94.414,Verb,1,sürükledi
2603,sonradan,4231,94.416,Adv,1,sonradan
2604,ann,4229,94.419,Noun,1,ann
2605,yoldaş,4227,94.421,Noun,1,yoldaş
2606,muazzam,4225,94.423,Adj,1,muazzam
2607,azalmak,4223,94.426,Verb,1,azalıyor
2608,rehber,4221,94.428,Noun,1,rehberlik
2609,doz,4220,94.431,Noun,1,doz
2610,eşek,4217,94.433,Noun,1,eşek
2611,alıcı,4217,94.436,Noun,1,alıcı
2612,florida,4216,94.438,Noun,1,florida
2613,logan,4215,94.44,Noun,1,logan
2614,allison,4206,94.443,Noun,1,allison
2615,final,4191,94.445,Noun,1,final
2616,whit,4189,94.448,Noun,1,white
2617,makyaj,4181,94.45,Noun,1,makyaj
2618,kızarmak,4178,94.452,Adj,1,kızarmış
2619,terapi,4177,94.455,Noun,1,terapi
2620,seyirci,4174,94.457,Noun,1,seyirci
2621,hüküm,4170,94.46,Noun,1,hüküm
2622,albert,4167,94.462,Noun,1,albert
2623,öd,4166,94.464,Noun,1,ödümü
2624,riley,4163,94.467,Noun,1,riley
2625,tesis,4162,94.469,Noun,1,tesisi
2626,ihlâl,4161,94.472,Noun,1,ihlal
2627,tükenmek,4158,94.474,Verb,1,tükeniyor
2628,departman,4155,94.476,Noun,1,departmanı
2629,heykel,4155,94.479,Noun,1,heykel
2630,dylan,4151,94.481,Noun,1,dylan
2631,kang,4147,94.484,Noun,1,kang
2632,sent,4147,94.486,Noun,1,sent
2633,içten,4145,94.488,Adj,1,içten
2634,yasadışı,4143,94.491,Adj,1,yasadışı
2635,kaçık,4142,94.493,Noun,1,kaçık
2636,nabız,4142,94.495,Noun,1,nabız
2637,nasılsa,4134,94.498,Adv,1,nasılsa
2638,pist,4133,94.5,Noun,1,pisti
2639,holly,4122,94.503,Noun,1,holly
2640,bart,4121,94.505,Noun,1,bart
2641,sorgu,4120,94.507,Noun,1,sorguya
2642,belirtmek,4116,94.51,Verb,1,belirtmek
2643,mega,4115,94.512,Noun,1,megan
2644,neil,4113,94.514,Noun,1,neil
2645,transfer,4110,94.517,Noun,1,transfer
2646,çarşamba,4109,94.519,Noun,1,çarşamba
2647,wendy,4105,94.522,Noun,1,wendy
2648,monica,4101,94.524,Noun,1,monica
2649,duy,4100,94.526,Noun,1,duyunca
2650,rüşvet,4099,94.529,Noun,1,rüşvet
2651,sıvı,4096,94.531,Noun,1,sıvı
2652,tavır,4096,94.533,Noun,1,tavır
2653,olumlu,4093,94.536,Adj,1,olumlu
2654,diane,4090,94.538,Noun,1,diane
2655,devasa,4087,94.54,Adj,1,devasa
2656,harold,4087,94.543,Noun,1,harold
2657,şahsen,4086,94.545,Adv,1,şahsen
2658,konferans,4085,94.547,Noun,1,konferans
2659,kucak,4085,94.55,Noun,1,kucak
2660,popo,4084,94.552,Noun,1,popo
2661,penny,4080,94.554,Noun,1,penny
2662,kutlu,4080,94.557,Adj,1,kutlu
2663,nazi,4080,94.559,Noun,1,nazi
2664,elli,4072,94.561,Num,1,elli
2665,connor,4072,94.564,Noun,1,connor
2666,ısırmak,4072,94.566,Verb,1,ısırdı
2667,mars,4071,94.568,Noun,1,mars
2668,kollamak,4071,94.571,Verb,1,kolla
2669,iri,4070,94.573,Adj,1,iri
2670,kızılderili,4067,94.576,Noun,1,kızılderili
2671,jean,4061,94.578,Noun,1,jean
2672,spencer,4061,94.58,Noun,1,spencer
2673,ağ,4060,94.583,Noun,1,ağı
2674,jonathan,4058,94.585,Noun,1,jonathan
2675,dayak,4056,94.587,Noun,1,dayak
2676,sammy,4054,94.59,Noun,1,sammy
2677,yavaşlamak,4052,94.592,Verb,1,yavaşla
2678,kitty,4051,94.594,Noun,1,kitty
2679,pat,4049,94.596,Dup,1,pat
2680,komut,4047,94.599,Noun,1,komuta
2681,delmek,4044,94.601,Verb,1,del
2682,juliet,4039,94.603,Noun,1,juliet
2683,röportaj,4038,94.606,Noun,1,röportaj
2684,barney,4036,94.608,Noun,1,barney
2685,favori,4035,94.61,Noun,1,favori
2686,şartlamak,4034,94.613,Verb,1,şartlar
2687,toplam,4033,94.615,Noun,1,toplam
2688,çoğunlukla,4031,94.617,Adv,1,çoğunlukla
2689,bot,4025,94.62,Noun,1,bot
2690,lewis,4024,94.622,Noun,1,lewis
2691,booth,4022,94.624,Noun,1,booth
2692,edinmek,4022,94.627,Verb,1,edinmek
2693,adet,4019,94.629,Noun,1,adet
2694,nü,4015,94.631,Noun,1,nün
2695,uğratmak,4012,94.634,Verb,1,uğrattın
2696,geyik,4011,94.636,Noun,1,geyik
2697,ocak,4011,94.638,Noun,1,ocak
2698,mühendis,4011,94.64,Noun,1,mühendis
2699,inat,4009,94.643,Noun,1,inatçı
2700,ürkütmek,4006,94.645,Verb,1,ürkütücü
2701,devir,4004,94.647,Noun,1,devrim
2702,margaret,4003,94.65,Noun,1,margaret
2703,cevaplamak,4003,94.652,Verb,1,cevaplar
2704,russell,4000,94.654,Noun,1,russell
2705,mum,4000,94.657,Noun,1,mum
2706,bağımsız,3997,94.659,Adj,1,bağımsız
2707,aralık,3990,94.661,Adj,1,aralık
2708,phoebe,3985,94.663,Noun,1,phoebe
2709,standart,3984,94.666,Noun,1,standart
2710,oran,3983,94.668,Noun,1,oranı
2711,tırnak,3982,94.67,Noun,1,tırnak
2712,travis,3977,94.673,Noun,1,travis
2713,zalim,3975,94.675,Adj,1,zalim
2714,jacob,3972,94.677,Noun,1,jacob
2715,earl,3971,94.679,Noun,1,earl
2716,eldiven,3971,94.682,Noun,1,eldiven
2717,kültür,3971,94.684,Noun,1,kültür
2718,kapılmak,3968,94.686,Verb,1,kapıldım
2719,terketmek,3968,94.689,Verb,1,terketti
2720,çörek,3963,94.691,Noun,1,çörek
2721,site,3962,94.693,Noun,1,sitesi
2722,delice,3961,94.695,Adj,1,delice
2723,tanış,3961,94.698,Adj,1,tanış
2724,toby,3960,94.7,Noun,1,toby
2725,young,3948,94.702,Noun,1,young
2726,joy,3948,94.705,Noun,1,joy
2727,yaka,3947,94.707,Noun,1,yakasında
2728,genetik,3946,94.709,Adj,1,genetik
2729,isyan,3944,94.711,Noun,1,isyan
2730,havlu,3936,94.714,Noun,1,havlu
2731,bagaj,3931,94.716,Noun,1,bagaj
2732,talih,3928,94.718,Adj,1,talihsiz
2733,acıkmak,3922,94.72,Verb,1,acıktım
2734,stephen,3919,94.723,Noun,1,stephen
2735,icat,3919,94.725,Noun,1,icat
2736,solucan,3917,94.727,Noun,1,solucan
2737,kahverengi,3915,94.729,Adj,1,kahverengi
2738,hint,3914,94.732,Noun,1,hint
2739,teker,3911,94.734,Adj,1,teker
2740,bağış,3911,94.736,Noun,1,bağış
2741,mason,3904,94.738,Noun,1,mason
2742,altın,3900,94.741,Noun,1,altıncı
2743,taktik,3898,94.743,Noun,1,taktik
2744,zemin,3897,94.745,Noun,1,zemin
2745,yapışmak,3896,94.747,Verb,1,yapış
2746,düzmek,3895,94.75,Adj,1,düzen
2747,tutar,3895,94.752,Noun,1,tutarım
2748,dinmek,3893,94.754,Verb,1,din
2749,rory,3892,94.756,Noun,1,rory
2750,berlin,3891,94.759,Noun,1,berlin
2751,kıskanç,3891,94.761,Noun,1,kıskanç
2752,arac,3884,94.763,Noun,1,aracın
2753,laure,3883,94.765,Noun,1,lauren
2754,owen,3882,94.767,Noun,1,owen
2755,tor,3878,94.77,Noun,1,torunum
2756,dizi,3878,94.772,Noun,1,dizisi
2757,sersem,3877,94.774,Adj,1,sersem
2758,miles,3869,94.776,Noun,1,miles
2759,böylesine,3866,94.779,Adv,1,böylesine
2760,sınmak,3865,94.781,Verb,1,sın
2761,cumhuriyet,3861,94.783,Noun,1,cumhuriyet
2762,pasaport,3860,94.785,Noun,1,pasaport
2763,deyi,3859,94.787,Noun,1,deyince
2764,sağır,3858,94.79,Adj,1,sağır
2765,ken,3855,94.792,Noun,1,ken
2766,pratik,3855,94.794,Adj,1,pratik
2767,parlamak,3854,94.796,Verb,1,parlayan
2768,cerrah,3849,94.799,Noun,1,cerrah
2769,house,3844,94.801,Noun,1,house
2770,abartmak,3844,94.803,Verb,1,abartma
2771,erke,3842,94.805,Noun,1,erkenden
2772,tamamlamak,3840,94.807,Verb,1,tamamlamak
2773,kaçışmak,3839,94.81,Verb,1,kaçış
2774,leonard,3832,94.812,Noun,1,leonard
2775,blok,3828,94.814,Adj,1,blok
2776,elliot,3826,94.816,Noun,1,elliot
2777,orijinal,3825,94.818,Adj,1,orijinal
2778,olumsuz,3821,94.821,Adj,1,olumsuz
2779,medya,3820,94.823,Noun,1,medya
2780,gecelik,3819,94.825,Noun,1,gecelik
2781,aldırmak,3819,94.827,Verb,1,aldırma
2782,otomatik,3816,94.829,Adj,1,otomatik
2783,kılık,3812,94.832,Noun,1,kılık
2784,shane,3810,94.834,Noun,1,shane
2785,california,3807,94.836,Noun,1,california
2786,selamlamak,3806,94.838,Verb,1,selamlar
2787,damla,3805,94.84,Noun,1,damla
2788,asya,3803,94.842,Noun,1,asya
2789,festival,3802,94.845,Noun,1,festivali
2790,doğurmak,3800,94.847,Verb,1,doğurmak
2791,bant,3797,94.849,Noun,1,bandı
2792,güverte,3791,94.851,Noun,1,güverte
2793,tracy,3790,94.853,Noun,1,tracy
2794,cin,3786,94.856,Noun,1,cin
2795,seth,3785,94.858,Noun,1,seth
2796,baskın,3782,94.86,Noun,1,baskın
2797,ekselâns,3776,94.862,Noun,1,ekselansları
